country,b1_pixel,b2_pixel,overlap
NL,41219.0,38853.0,27999
NL,43414.0,39341.0,28909
NL,51221.0,40664.0,33023
NL,34178.0,33519.0,25069
NL,34037.0,26433.0,21071
NL,16196.0,17687.0,11018
NL,7393.0,8530.0,5069
NL,1105.0,386.0,215
NL,41335.0,35573.0,26927
NL,21376.0,14159.0,10151
NL,38784.0,23889.0,16860
NL,19909.0,14906.0,9867
NL,31062.0,18831.0,13276
NL,39807.0,18104.0,13290
NL,23549.0,11373.0,8008
NL,32965.0,16799.0,12224
NL,9698.0,5619.0,3858
NL,26756.0,15980.0,10944
NL,8680.0,6738.0,3666
NL,52118.0,49798.0,40719
NL,53437.0,51261.0,42645
NL,34186.0,34886.0,26821
NL,48665.0,44870.0,35607
NL,34793.0,32519.0,24824
NL,46786.0,41545.0,31718
NL,40917.0,32681.0,25312
NL,50903.0,43102.0,32991
NL,23223.0,19545.0,13339
NL,14738.0,14268.0,9919
NL,22846.0,18148.0,14686
NL,494.0,460.0,300
NL,8.0,29.0,8
NL,1357.0,1302.0,935
NL,16174.0,14311.0,9223
NL,45591.0,29647.0,20089
NL,45025.0,27975.0,19617
NL,53449.0,26999.0,21071
NL,29125.0,16404.0,12893
NL,18086.0,9065.0,5534
NL,39419.0,18197.0,12430
NL,45523.0,21983.0,16002
NL,33319.0,15968.0,11234
NL,46203.0,20512.0,15058
NL,34783.0,16628.0,11427
NL,36026.0,17467.0,13029
NL,25820.0,21837.0,16374
NL,45718.0,41606.0,34047
NL,54871.0,46465.0,39300
NL,37959.0,34511.0,26669
NL,51324.0,44447.0,36189
NL,51262.0,36697.0,29598
NL,41105.0,30377.0,23110
NL,31361.0,23576.0,17627
NL,45275.0,40138.0,28833
NL,44984.0,42665.0,30760
NL,29691.0,27086.0,20519
NL,46128.0,36313.0,29237
NL,50065.0,37803.0,30827
NL,13086.0,12889.0,8378
NL,2886.0,3612.0,2086
NL,21271.0,28516.0,15310
NL,40169.0,30376.0,20452
NL,50426.0,26301.0,18534
NL,4822.0,3319.0,1940
NL,25167.0,17014.0,10511
NL,52599.0,24264.0,17429
NL,46173.0,22702.0,16409
NL,40502.0,21382.0,15439
NL,19831.0,12876.0,8229
NL,3998.0,3814.0,2082
NL,14150.0,6879.0,3915
NL,20388.0,18349.0,12395
NL,45158.0,25801.0,20102
NL,57509.0,23111.0,18609
NL,48694.0,25375.0,18382
NL,11622.0,10809.0,6538
NL,49809.0,37041.0,30721
NL,37178.0,30715.0,24614
NL,48025.0,35646.0,29396
NL,56938.0,38740.0,32973
NL,50827.0,35179.0,28249
NL,46738.0,40082.0,31045
NL,47876.0,39623.0,30601
NL,44114.0,41185.0,29721
NL,4217.0,4031.0,2801
NL,24738.0,18709.0,14782
NL,36342.0,25315.0,18249
NL,25580.0,19089.0,13525
NL,53036.0,28567.0,21276
NL,56672.0,24782.0,20039
NL,53689.0,20664.0,15626
NL,46269.0,17617.0,13128
NL,29119.0,15875.0,11246
NL,20431.0,13042.0,8728
NL,8081.0,5526.0,3317
NL,13390.0,8894.0,5180
NL,53445.0,21978.0,16731
NL,28340.0,17660.0,11290
NL,50051.0,37253.0,30109
NL,52266.0,40645.0,33773
NL,32084.0,26538.0,19204
NL,44788.0,30400.0,23325
NL,24323.0,18237.0,14109
NL,40637.0,28714.0,23894
NL,1229.0,1436.0,729
NL,7285.0,6967.0,4475
NL,21857.0,20241.0,13735
NL,25330.0,19880.0,13799
NL,51174.0,34023.0,27728
NL,46946.0,29787.0,23232
NL,11324.0,10700.0,7112
NL,1317.0,1219.0,728
NL,39626.0,29558.0,22347
NL,40489.0,27315.0,20528
NL,40622.0,31106.0,21968
NL,52937.0,28493.0,21837
NL,56092.0,25291.0,19296
NL,38128.0,21275.0,16308
NL,30358.0,11772.0,8802
NL,31530.0,13864.0,9641
NL,28954.0,18427.0,12987
NL,32110.0,13598.0,8317
NL,15153.0,11384.0,6940
NL,37706.0,25755.0,18554
NL,20157.0,14664.0,9493
NL,44892.0,38171.0,30768
NL,35637.0,29826.0,21479
NL,15679.0,9754.0,5845
NL,49.0,89.0,42
NL,13247.0,13210.0,8893
NL,8066.0,10066.0,6965
NL,2739.0,3161.0,2116
NL,31566.0,30604.0,21968
NL,36673.0,23642.0,18083
NL,31048.0,22693.0,17493
NL,45284.0,32603.0,25183
NL,16019.0,12681.0,9967
NL,19569.0,16993.0,12563
NL,8236.0,6689.0,4640
NL,47917.0,16583.0,12067
NL,52527.0,21140.0,15151
NL,28844.0,16445.0,10489
NL,2849.0,2880.0,1531
NL,37777.0,24846.0,16851
NL,35936.0,21971.0,14987
NL,38912.0,26317.0,19170
NL,7396.0,6057.0,3774
NL,8720.0,5454.0,3426
NL,8167.0,9307.0,6193
NL,44695.0,38758.0,30377
NL,14249.0,12665.0,8932
NL,21879.0,15394.0,9993
NL,11313.0,9352.0,5819
NL,11885.0,10597.0,7458
NL,3485.0,1751.0,1038
NL,126.0,122.0,85
NL,10512.0,9897.0,6448
NL,2755.0,1933.0,1090
NL,32202.0,18534.0,13128
NL,39419.0,14133.0,10185
NL,30629.0,13144.0,9549
NL,39830.0,19964.0,13112
NL,21251.0,11578.0,7681
NL,26654.0,15435.0,9949
NL,40740.0,21676.0,15012
NL,30406.0,20223.0,13325
NL,43852.0,25599.0,17364
NL,22130.0,16227.0,10786
NL,44119.0,23853.0,17234
NL,33082.0,21262.0,14120
NL,41906.0,21357.0,14327
NL,50143.0,25171.0,19576
NL,22754.0,13971.0,9552
NL,9782.0,6476.0,3884
NL,10668.0,7760.0,5645
NL,6017.0,4171.0,2688
NL,696.0,585.0,292
NL,8326.0,6162.0,3801
NL,2312.0,1750.0,836
NL,14862.0,10408.0,7976
NL,44226.0,23687.0,16144
NL,3948.0,3989.0,2179
NL,5492.0,3330.0,2325
NL,798.0,892.0,477
NL,27319.0,14726.0,9562
NL,24454.0,15703.0,10357
NL,22362.0,10432.0,7810
NL,34764.0,27128.0,17235
NL,30012.0,20125.0,13245
NL,19581.0,15437.0,9171
NL,9445.0,3644.0,2102
NL,3154.0,2444.0,1257
NL,46048.0,27833.0,19484
NL,49509.0,23446.0,17214
NL,2425.0,1642.0,757
NL,877.0,545.0,276
NL,2848.0,2190.0,1079
NL,4169.0,3885.0,2225
NL,20144.0,17552.0,12162
NL,6524.0,6049.0,4279
NL,2932.0,2981.0,1607
NL,3349.0,3058.0,1607
NL,2017.0,3709.0,1385
NL,4769.0,4081.0,2288
NL,32172.0,14300.0,10262
NL,29061.0,15340.0,10237
NL,15863.0,10027.0,6674
NL,6886.0,4648.0,2584
NL,9726.0,6048.0,4027
NL,5589.0,4019.0,2736
NL,23636.0,18543.0,11713
NL,34133.0,22250.0,14824
NL,35600.0,25490.0,16904
NL,7088.0,4913.0,2972
NL,33357.0,19176.0,12456
NL,35997.0,24045.0,16156
NL,35701.0,25616.0,17221
NL,842.0,982.0,477
NL,2341.0,1402.0,694
NL,5669.0,4913.0,3199
NL,39763.0,30849.0,23794
NL,37381.0,31643.0,25296
NL,54238.0,43100.0,34741
NL,8374.0,7722.0,3364
NL,23807.0,8730.0,5029
NL,499.0,438.0,212
NL,6123.0,4692.0,2695
NL,12.0,27.0,12
NL,26065.0,17263.0,10808
NL,8916.0,6236.0,4122
NL,6960.0,4961.0,2846
NL,3192.0,1774.0,646
NL,19681.0,15776.0,10013
NL,34091.0,23690.0,15501
NL,57224.0,24062.0,19076
NL,36360.0,22179.0,15139
NL,5873.0,3601.0,2290
NL,20813.0,15409.0,10652
NL,7728.0,6236.0,3659
NL,17010.0,12978.0,9102
NL,39078.0,32840.0,27753
NL,31035.0,24590.0,20151
NL,55957.0,17403.0,13642
NL,59913.0,17758.0,14134
NL,10850.0,5814.0,3627
NL,17235.0,9339.0,6138
NL,252.0,264.0,121
NL,11901.0,10191.0,6765
NL,14976.0,12837.0,8350
NL,43831.0,24368.0,16163
NL,52853.0,24344.0,18793
NL,40358.0,21069.0,14618
NL,20128.0,12715.0,8234
NL,52815.0,27921.0,21595
NL,10750.0,7354.0,5015
NL,37442.0,26042.0,19330
NL,34435.0,21369.0,15011
NL,7974.0,8005.0,4586
NL,54461.0,35548.0,28364
NL,59179.0,19793.0,15559
NL,872.0,928.0,474
NL,6565.0,4108.0,2706
NL,822.0,777.0,461
NL,33761.0,20275.0,12987
NL,39019.0,20314.0,14596
NL,37036.0,22909.0,15855
NL,10714.0,7173.0,4571
NL,14921.0,10975.0,7140
NL,42870.0,24201.0,16356
NL,20041.0,14503.0,9592
NL,26.0,38.0,16
NL,42766.0,21201.0,14766
NL,46295.0,21318.0,15725
NL,11881.0,7139.0,4156
NL,45069.0,28599.0,19821
NL,37114.0,27355.0,17679
NL,9827.0,8215.0,4683
NL,199.0,643.0,186
NL,5051.0,6327.0,2963
NL,53300.0,18398.0,14171
NL,37630.0,9706.0,6296
NL,383.0,461.0,225
NL,748.0,511.0,279
NL,50374.0,23759.0,18468
NL,42170.0,21693.0,15947
NL,32411.0,14219.0,11306
NL,18150.0,13193.0,8415
NL,23761.0,12822.0,8066
NL,11189.0,7067.0,4732
NL,33496.0,15672.0,11035
NL,38777.0,12214.0,7794
NL,14543.0,10694.0,6802
NL,30921.0,19065.0,12770
NL,24547.0,15565.0,10650
NL,47875.0,24512.0,18189
NL,39374.0,20668.0,14153
NL,42191.0,23160.0,15859
NL,31793.0,22721.0,15769
NL,3031.0,2642.0,1614
NL,37180.0,24742.0,16527
NL,38431.0,24649.0,16329
NL,3954.0,4106.0,2265
NL,1206.0,931.0,500
NL,52978.0,17575.0,13186
NL,55687.0,14924.0,11483
NL,45179.0,11718.0,9190
NL,11852.0,7436.0,3932
NL,5007.0,2863.0,1575
NL,17399.0,12109.0,7054
NL,5631.0,2789.0,2061
NL,50844.0,23541.0,17271
NL,46018.0,23473.0,17547
NL,56265.0,25218.0,19411
NL,55613.0,26689.0,20338
NL,56313.0,23937.0,17485
NL,33255.0,18427.0,13175
NL,13017.0,7452.0,4860
NL,37917.0,22244.0,14883
NL,16354.0,10749.0,6583
NL,42498.0,20490.0,14743
NL,38108.0,22323.0,15423
NL,29407.0,14643.0,9417
NL,37846.0,24095.0,17324
NL,31300.0,22168.0,16493
NL,31171.0,23584.0,15941
NL,26958.0,18750.0,12783
NL,33290.0,25487.0,16706
NL,13968.0,11162.0,6577
NL,21343.0,16417.0,10598
NL,30194.0,13574.0,8419
NL,48662.0,16830.0,11693
NL,27748.0,13306.0,9847
NL,29874.0,16042.0,11796
NL,56920.0,23622.0,18449
NL,57766.0,25249.0,19685
NL,50134.0,25043.0,17636
NL,53841.0,25842.0,21259
NL,33703.0,20204.0,12793
NL,49505.0,23986.0,17153
NL,29997.0,17232.0,10909
NL,17535.0,11071.0,6820
NL,39531.0,21379.0,14931
NL,44235.0,21493.0,15016
NL,29606.0,13658.0,9582
NL,22754.0,13160.0,8512
NL,10316.0,9372.0,5592
NL,1342.0,1245.0,616
NL,1091.0,1152.0,589
NL,16750.0,9750.0,6449
NL,48696.0,31112.0,22374
NL,45733.0,29873.0,21272
NL,6782.0,4154.0,2390
NL,2963.0,1736.0,1266
NL,67.0,60.0,28
NL,57740.0,20973.0,15973
NL,33981.0,12354.0,8867
NL,47916.0,17372.0,12416
NL,6978.0,2623.0,1926
NL,7862.0,5056.0,3237
NL,58504.0,19924.0,16346
NL,54433.0,21004.0,16942
NL,31369.0,11719.0,8546
NL,15236.0,8218.0,6615
NL,38270.0,16999.0,13547
NL,52423.0,25376.0,18773
NL,47280.0,23440.0,17439
NL,9707.0,7909.0,5190
NL,23724.0,15391.0,9973
NL,45750.0,23410.0,16528
NL,19374.0,10336.0,6887
NL,10321.0,6090.0,3773
NL,45924.0,21819.0,15505
NL,34851.0,17380.0,11566
NL,11280.0,9316.0,5414
NL,35393.0,18313.0,13673
NL,14111.0,8771.0,5563
NL,4399.0,2798.0,1714
NL,27841.0,5294.0,3167
NL,21530.0,12487.0,8466
NL,47303.0,30238.0,21697
NL,3293.0,1708.0,1248
NL,24270.0,13984.0,9519
NL,37935.0,20465.0,13867
NL,4975.0,4073.0,2382
NL,13473.0,7962.0,5050
NL,32180.0,20228.0,16421
NL,23828.0,13658.0,7832
NL,19610.0,6325.0,4784
NL,51661.0,16291.0,12439
NL,59623.0,20273.0,16804
NL,53496.0,18548.0,14382
NL,48444.0,25129.0,19926
NL,25888.0,13390.0,11142
NL,52240.0,28183.0,21953
NL,55879.0,28566.0,21582
NL,51360.0,24111.0,17673
NL,51234.0,20851.0,15631
NL,22425.0,12896.0,8261
NL,14437.0,10030.0,5795
NL,33149.0,18694.0,12965
NL,36966.0,19609.0,12845
NL,28337.0,19631.0,14205
NL,24272.0,9753.0,6837
NL,53101.0,19588.0,13777
NL,47010.0,22224.0,15950
NL,46724.0,25763.0,17911
NL,51908.0,22107.0,15872
NL,4587.0,2595.0,1528
NL,5282.0,3347.0,2145
NL,3849.0,2863.0,1466
NL,32942.0,5370.0,3111
NL,37748.0,1290.0,682
NL,2100.0,1707.0,874
NL,101.0,94.0,45
NL,1771.0,1184.0,712
NL,34079.0,7025.0,4245
NL,9014.0,2343.0,1248
NL,32691.0,21516.0,16042
NL,12470.0,8818.0,5809
NL,50023.0,15458.0,11525
NL,60204.0,16773.0,13103
NL,47541.0,18636.0,13445
NL,58263.0,17177.0,12964
NL,54467.0,18716.0,14971
NL,58509.0,17606.0,13640
NL,23032.0,8738.0,6533
NL,57264.0,20628.0,16422
NL,44185.0,26378.0,21644
NL,31241.0,17501.0,13199
NL,30556.0,17790.0,13342
NL,58455.0,27394.0,21681
NL,55923.0,28502.0,21419
NL,53163.0,25700.0,19570
NL,20778.0,13078.0,8504
NL,23688.0,11275.0,7989
NL,30036.0,20839.0,13952
NL,18656.0,13650.0,8194
NL,41447.0,18797.0,13941
NL,42009.0,21289.0,14997
NL,35983.0,19018.0,12320
NL,28519.0,14827.0,9801
NL,41472.0,17437.0,12705
NL,51481.0,23007.0,16456
NL,10901.0,7071.0,4181
NL,10660.0,5697.0,3784
NL,20488.0,11778.0,7943
NL,4088.0,3170.0,1733
NL,7402.0,4189.0,2358
NL,1270.0,927.0,430
NL,588.0,908.0,413
NL,680.0,367.0,174
NL,29714.0,6102.0,3524
NL,17125.0,4429.0,2214
NL,7652.0,1957.0,968
NL,42816.0,31091.0,23503
NL,22162.0,11022.0,7685
NL,54123.0,18722.0,14860
NL,57908.0,18898.0,15228
NL,11037.0,4926.0,3567
NL,47961.0,16193.0,11881
NL,47105.0,19011.0,15315
NL,54894.0,30526.0,24363
NL,9924.0,6569.0,4167
NL,56339.0,27720.0,22046
NL,54998.0,24975.0,19115
NL,55240.0,26017.0,19759
NL,34659.0,18931.0,12802
NL,52692.0,23034.0,16623
NL,55968.0,22948.0,17052
NL,1743.0,2311.0,1169
NL,10047.0,6705.0,3687
NL,38024.0,20498.0,14415
NL,41393.0,20436.0,14480
NL,44090.0,22939.0,16843
NL,23679.0,13079.0,9192
NL,13230.0,8219.0,5460
NL,28392.0,14706.0,9728
NL,28606.0,16794.0,11351
NL,36775.0,23202.0,15694
NL,24642.0,13614.0,8607
NL,20295.0,13177.0,7909
NL,11354.0,8273.0,5011
NL,2380.0,1906.0,946
NL,839.0,634.0,305
NL,8780.0,3346.0,2493
NL,6695.0,3791.0,2089
NL,792.0,857.0,421
NL,3783.0,2128.0,1229
NL,95.0,135.0,61
NL,3144.0,2155.0,1218
NL,6986.0,4246.0,2308
NL,4345.0,2086.0,1009
NL,43520.0,30543.0,23021
NL,51843.0,34895.0,29133
NL,58876.0,18377.0,14693
NL,38737.0,17510.0,12752
NL,52763.0,29163.0,22734
NL,18551.0,11795.0,8674
NL,56995.0,24674.0,19236
NL,46925.0,24195.0,17362
NL,4668.0,3297.0,2098
NL,48273.0,21552.0,14918
NL,47795.0,26070.0,19996
NL,14597.0,9929.0,6714
NL,37191.0,22721.0,14860
NL,30926.0,21160.0,13432
NL,41955.0,20285.0,13850
NL,23163.0,14118.0,8917
NL,33696.0,18018.0,11997
NL,20369.0,10673.0,7250
NL,14484.0,10523.0,6759
NL,5274.0,4001.0,2018
NL,18.0,32.0,15
NL,7126.0,3186.0,1866
NL,6770.0,5868.0,3195
NL,11743.0,9437.0,5836
NL,25288.0,18146.0,11983
NL,17372.0,12755.0,7570
NL,2571.0,1017.0,580
NL,6554.0,4468.0,3076
NL,47571.0,35550.0,27820
NL,57653.0,32543.0,27336
NL,18289.0,12994.0,8610
NL,50051.0,23279.0,18446
NL,56088.0,18802.0,14795
NL,23024.0,18944.0,12834
NL,35781.0,29042.0,18076
NL,33653.0,32559.0,20768
NL,49738.0,32240.0,23335
NL,35327.0,25154.0,17491
NL,22004.0,16028.0,11050
NL,53146.0,26443.0,20220
NL,58310.0,26698.0,21144
NL,33067.0,17700.0,11399
NL,23589.0,13254.0,8495
NL,19222.0,10824.0,6675
NL,36241.0,16172.0,11733
NL,30598.0,20612.0,13033
NL,43671.0,20890.0,15801
NL,13745.0,10141.0,5941
NL,6150.0,2112.0,1292
NL,351.0,158.0,101
NL,14726.0,10727.0,6878
NL,36030.0,26022.0,19013
NL,35580.0,25730.0,17202
NL,13389.0,8609.0,5389
NL,17178.0,7832.0,5930
NL,30160.0,26499.0,16777
NL,2468.0,5279.0,1835
NL,52748.0,27338.0,20517
NL,56746.0,29040.0,22646
NL,46761.0,30434.0,22718
NL,46783.0,28407.0,20988
NL,57159.0,27706.0,21482
NL,30980.0,19464.0,14272
NL,32160.0,20249.0,14085
NL,5203.0,4234.0,2180
NL,8455.0,6153.0,3451
NL,29419.0,20310.0,13256
NL,37593.0,18623.0,12938
NL,31162.0,15384.0,10083
NL,25166.0,15084.0,10327
NL,27558.0,17289.0,10749
NL,50761.0,29299.0,22258
NL,1656.0,2230.0,1172
NL,30506.0,18722.0,12624
NL,18535.0,11536.0,7811
NL,51651.0,39135.0,32860
NL,11298.0,13015.0,8563
NL,53813.0,33157.0,27216
NL,47418.0,33212.0,26663
NL,44750.0,27124.0,19425
NL,49923.0,30139.0,23091
NL,41946.0,29626.0,21252
NL,41203.0,21814.0,15796
NL,14881.0,9638.0,5974
NL,9333.0,8021.0,5001
NL,31077.0,19818.0,12657
NL,36138.0,20285.0,13376
NL,190.0,247.0,114
NL,42533.0,32920.0,22733
NL,22087.0,18013.0,13053
NL,33951.0,30202.0,21597
NL,41147.0,21046.0,14334
NL,47955.0,27809.0,19714
NL,24434.0,17775.0,13057
NL,43714.0,28952.0,20876
NL,46020.0,23130.0,16987
NL,39355.0,20659.0,13762
NL,7889.0,5361.0,3153
NL,4670.0,3951.0,2227
NL,51889.0,25458.0,18218
NL,54275.0,27102.0,20676
NL,55732.0,25885.0,20214
NL,55752.0,28555.0,22523
NL,56848.0,36171.0,30140
NL,54787.0,42053.0,35216
NL,40408.0,29261.0,21923
NL,51457.0,33874.0,27001
NL,55088.0,38403.0,31198
NL,40564.0,23880.0,16701
NL,49286.0,26126.0,18682
NL,44835.0,26719.0,19111
NL,47759.0,28349.0,20418
NL,32567.0,25273.0,18093
NL,34811.0,25807.0,18082
NL,51431.0,27856.0,20058
NL,53430.0,25104.0,18029
NL,11185.0,9255.0,5346
NL,52294.0,26948.0,19329
NL,51954.0,23263.0,17059
NL,43397.0,23283.0,15682
NL,51664.0,25590.0,18812
NL,52092.0,33424.0,25644
NL,27623.0,21738.0,15942
NL,22800.0,17609.0,13046
NL,47058.0,30233.0,22463
NL,35431.0,24035.0,18239
NL,44284.0,33594.0,25285
NL,39707.0,25178.0,18264
NL,47794.0,25572.0,18397
NL,32160.0,18144.0,12580
NL,49103.0,22941.0,17056
NL,35832.0,22531.0,14496
NL,42906.0,22836.0,15576
NL,45386.0,24795.0,16512
NL,22653.0,14983.0,9962
NL,47488.0,23439.0,17100
NL,45892.0,23490.0,17129
NL,26630.0,12706.0,9680
NL,43558.0,32042.0,23770
NL,52501.0,30848.0,23865
NL,24929.0,13473.0,8622
NL,48382.0,23969.0,18170
NL,48896.0,24455.0,18676
NL,42056.0,25852.0,18196
NL,28742.0,17361.0,12254
NL,50232.0,37175.0,28675
NL,53495.0,34079.0,27092
NL,55503.0,29492.0,22794
NL,17782.0,5215.0,3295
NL,49481.0,24380.0,17205
NL,15272.0,9302.0,6098
NL,31147.0,17420.0,11692
NL,45162.0,23506.0,15835
NL,40482.0,21649.0,14696
NL,53750.0,25972.0,18941
NL,47991.0,25101.0,17923
NL,37317.0,21259.0,14832
NL,52410.0,26462.0,20579
NL,50224.0,29665.0,22512
NL,50073.0,28327.0,21477
NL,50991.0,33535.0,25311
NL,51292.0,34308.0,26458
NL,52235.0,28614.0,21315
NL,7352.0,4195.0,2673
NL,47950.0,27255.0,19804
NL,39155.0,29280.0,20733
NL,47777.0,29886.0,22508
NL,28232.0,10612.0,8038
NL,25384.0,9763.0,6828
NL,49734.0,24402.0,17179
NL,41977.0,23754.0,16115
NL,23257.0,13568.0,9162
NL,23140.0,3275.0,1815
NL,43857.0,23278.0,16361
NL,49216.0,27776.0,20314
NL,40049.0,24977.0,18646
NL,42655.0,28889.0,20211
NL,26868.0,8900.0,5436
NL,42197.0,19290.0,13695
NL,35169.0,20471.0,13340
NL,34910.0,11769.0,8388
NL,48640.0,22486.0,16857
NL,28840.0,14748.0,11160
NL,37970.0,26287.0,19097
NL,58843.0,21249.0,16504
NL,55749.0,19463.0,14510
NL,49643.0,24412.0,16719
NL,43765.0,24176.0,16129
NL,40147.0,24423.0,15665
NL,52402.0,26852.0,19012
NL,51246.0,23405.0,17023
NL,6739.0,7361.0,3818
NL,41957.0,26587.0,17610
NL,21663.0,11034.0,7155
